Rank,Gene_Symbol,N_Variants,Total_PP,Composite_Score,DNase_Score,ATAC_Score,CAGE_Score,RNA_Score,PROCAP_Score,Splice_Score,Empirical_Z,P_value,FDR_Q,Has_Brain_eQTL,Brain_eQTL_Tissues,Min_eQTL_Qval
1882,KIF26A-DT,364,0.587917,0.007148,0.166148,0.066334,-0.082553,0.114504,-0.075621,-0.145926,,,,False,0,1.000000
1883,KIF26A,364,0.587917,0.007148,0.166148,0.066334,-0.082553,0.114504,-0.075621,-0.145926,0.082095,0.067151,0.070058,True,3,0.005479
1884,TMEM200B,119,0.988464,0.007087,0.075767,0.035804,-0.125265,-0.021079,-0.024812,0.102106,0.081059,0.067251,0.070058,True,2,0.000958
1885,EPB41,219,1.000000,0.007069,0.074925,0.035161,-0.124333,-0.020308,-0.025072,0.102042,0.080760,0.067301,0.070058,True,4,0.000000
1886,G6PC3,1294,0.723131,0.007051,-0.017476,-0.080881,-0.032522,-0.113629,0.081174,0.205642,0.080454,0.067352,0.070058,True,10,0.000000
1887,ENSG00000230718,30,1.000000,0.007000,-0.024490,-0.001603,-0.022155,-0.031393,0.130681,-0.009038,,,,False,0,1.000000
1888,ENSG00000225750,117,0.987728,0.006776,0.075510,0.035479,-0.125927,-0.020989,-0.025712,0.102294,,,,False,0,1.000000
1889,ENSG00000225616,150,0.992005,0.006740,0.075380,0.035227,-0.125360,-0.021092,-0.025051,0.101337,,,,False,0,1.000000
1890,RN7SKP158,129,0.450485,0.006661,0.016664,0.068231,0.034473,-0.043063,0.042553,-0.078890,,,,False,0,1.000000
1891,ENSG00000258598,271,0.573625,0.006648,0.167893,0.066640,-0.084246,0.116489,-0.076202,-0.150685,,,,False,0,1.000000
1892,ELAVL4,22,0.782258,0.006553,-0.020160,0.007647,0.015644,0.025966,0.128277,-0.118054,0.071957,0.067502,0.070058,True,1,0.012200
1893,LINC02691,342,0.585709,0.006505,0.165884,0.065152,-0.083679,0.113842,-0.075922,-0.146247,,,,True,2,0.000674
1894,RNU6-684P,268,0.573502,0.006482,0.167733,0.066260,-0.084385,0.116294,-0.076325,-0.150685,,,,False,0,1.000000
1895,MIR488,7,0.772794,0.006428,0.052601,-0.044733,0.055722,0.023893,-0.014815,-0.034097,,,,False,0,1.000000
1896,CEND1P1,261,0.571896,0.006295,0.167848,0.066223,-0.084260,0.116548,-0.077744,-0.150844,,,,False,0,1.000000
1897,LINC00882,29,0.596117,0.006087,0.138403,0.115430,-0.133643,0.012449,0.054828,-0.150944,,,,True,3,0.010740
1898,GRIN2A,63,1.000000,0.006020,-0.019764,0.029563,0.047070,0.083726,-0.014364,-0.090112,0.062858,0.067652,0.070058,True,11,0.000000
1899,IMPDH1P11,63,1.000000,0.006020,-0.019764,0.029563,0.047070,0.083726,-0.014364,-0.090112,,,,False,0,1.000000
1900,ENSG00000283221,63,1.000000,0.006020,-0.019764,0.029563,0.047070,0.083726,-0.014364,-0.090112,,,,False,0,1.000000
1901,ENSG00000261810,63,1.000000,0.006020,-0.019764,0.029563,0.047070,0.083726,-0.014364,-0.090112,,,,True,7,0.000000
1902,ENSG00000287830,63,1.000000,0.006020,-0.019764,0.029563,0.047070,0.083726,-0.014364,-0.090112,,,,True,8,0.000001
1903,LINC01460,15,0.073320,0.005908,-0.102315,0.101239,-0.034773,-0.043160,0.085337,0.029121,,,,True,1,0.014969
1904,VPS37B,36,0.272975,0.005906,-0.346550,0.059460,0.028259,-0.007623,-0.002148,0.304041,0.060919,0.067702,0.070058,True,5,0.000578
1905,ENSG00000238149,155,0.459140,0.005800,0.018789,0.070255,0.028171,-0.042740,0.040235,-0.079911,,,,False,0,1.000000
1906,ENSG00000230684,4,0.798663,0.005777,-0.009064,0.007079,-0.125196,0.130068,0.075906,-0.044129,,,,False,0,1.000000
1907,PLCL2-AS1,13,0.943635,0.005688,-0.071619,0.020930,0.021203,-0.018645,0.157903,-0.075644,,,,False,0,1.000000
1908,METTL15,163,0.463399,0.005684,0.017264,0.068053,0.031082,-0.041394,0.039663,-0.080564,0.057123,0.067752,0.070058,True,12,0.000000
1909,CACNA1C-AS3,22,0.437165,0.005580,0.028246,0.015487,-0.051476,0.037146,0.007738,-0.003661,,,,False,0,1.000000
1910,SNHG12,100,0.011536,0.005564,0.002715,-0.019922,-0.044448,0.045750,-0.047337,0.096629,,,,True,1,0.023968
1911,SNORA61,100,0.011536,0.005564,0.002715,-0.019922,-0.044448,0.045750,-0.047337,0.096629,,,,True,2,0.028459
1912,SNORA44,100,0.011536,0.005564,0.002715,-0.019922,-0.044448,0.045750,-0.047337,0.096629,,,,False,0,1.000000
1913,SNORA16A,100,0.011536,0.005564,0.002715,-0.019922,-0.044448,0.045750,-0.047337,0.096629,,,,False,0,1.000000
1914,SNORD99,100,0.011536,0.005564,0.002715,-0.019922,-0.044448,0.045750,-0.047337,0.096629,,,,False,0,1.000000
1915,RAB42,100,0.011536,0.005564,0.002715,-0.019922,-0.044448,0.045750,-0.047337,0.096629,0.055084,0.067803,0.070058,True,3,0.011348
1916,MYOZ2,61,0.257440,0.005519,0.024717,0.002243,0.021140,-0.008105,0.018772,-0.025654,0.054306,0.067853,0.070058,True,3,0.001180
1917,SEPTIN14P4,286,0.912526,0.005463,0.027383,-0.060904,-0.002179,0.021821,-0.049705,0.096365,,,,False,0,1.000000
1918,ASB16-AS1,979,0.344297,0.005165,-0.014121,-0.075518,0.014717,0.049052,-0.030634,0.087495,,,,True,11,0.000000
1919,PRKD1,19,2.000000,0.005031,-0.019096,0.032558,0.056354,0.033503,0.067639,-0.140769,0.045992,0.068103,0.070058,True,5,0.007809
1920,ENSG00000271222,52,0.033721,0.004924,-0.002357,0.051894,-0.060396,-0.024622,0.021227,0.043799,,,,False,0,1.000000
1921,RPL31P36,93,1.000000,0.004302,-0.165979,-0.140256,0.338523,0.164766,-0.050033,-0.121212,,,,False,0,1.000000
1922,NDUFB9P2,93,1.000000,0.004302,-0.165979,-0.140256,0.338523,0.164766,-0.050033,-0.121212,,,,False,0,1.000000
1923,PODXL,93,1.000000,0.004302,-0.165979,-0.140256,0.338523,0.164766,-0.050033,-0.121212,0.033539,0.998246,1.000000,True,1,0.039258
1924,EEF1B2P6,93,1.000000,0.004302,-0.165979,-0.140256,0.338523,0.164766,-0.050033,-0.121212,,,,False,0,1.000000
1925,ENSG00000236238,93,1.000000,0.004302,-0.165979,-0.140256,0.338523,0.164766,-0.050033,-0.121212,,,,False,0,1.000000
1926,ENSG00000273489,93,1.000000,0.004302,-0.165979,-0.140256,0.338523,0.164766,-0.050033,-0.121212,,,,True,1,0.016100
1927,ENSG00000236395,93,1.000000,0.004302,-0.165979,-0.140256,0.338523,0.164766,-0.050033,-0.121212,,,,False,0,1.000000
1928,MKLN1,93,1.000000,0.004302,-0.165979,-0.140256,0.338523,0.164766,-0.050033,-0.121212,0.033539,0.998246,1.000000,True,1,0.000122
1929,FAM133EP,81,0.965775,0.004216,0.032888,-0.064188,-0.015458,0.045131,-0.066476,0.093399,,,,False,0,1.000000
1930,MIR4263,81,0.965775,0.004216,0.032888,-0.064188,-0.015458,0.045131,-0.066476,0.093399,,,,False,0,1.000000
1931,RBKS,81,0.965775,0.004216,0.032888,-0.064188,-0.015458,0.045131,-0.066476,0.093399,0.032079,0.998396,1.000000,True,6,0.000001
1932,BABAM2,81,0.965775,0.004216,0.032888,-0.064188,-0.015458,0.045131,-0.066476,0.093399,0.032079,0.998396,1.000000,True,2,0.009479
1933,MYG1P1,81,0.965775,0.004216,0.032888,-0.064188,-0.015458,0.045131,-0.066476,0.093399,,,,False,0,1.000000
1934,ENSG00000282375,10,0.051789,0.004164,0.070741,0.101344,-0.046242,-0.005755,0.010552,-0.105654,,,,True,6,0.000002
1935,RNA5SP67,92,0.847999,0.004090,-0.004962,0.014371,-0.061527,0.087970,0.069132,-0.080442,,,,False,0,1.000000
1936,RC3H1,92,0.847999,0.004090,-0.004962,0.014371,-0.061527,0.087970,0.069132,-0.080442,0.029937,0.998447,1.000000,True,4,0.000015
1937,COL8A2,33,0.614066,0.003744,-0.022391,-0.050598,0.003862,0.139765,-0.048315,0.000139,0.024023,0.998547,1.000000,True,5,0.000057
1938,ENSG00000288832,33,0.492355,0.003661,0.011750,0.019305,0.052510,0.084561,0.003153,-0.149313,,,,False,0,1.000000
1939,ENSG00000275681,33,0.492355,0.003661,0.011750,0.019305,0.052510,0.084561,0.003153,-0.149313,,,,False,0,1.000000
1940,YY2,33,0.492355,0.003661,0.011750,0.019305,0.052510,0.084561,0.003153,-0.149313,0.022608,0.998747,1.000000,True,6,0.000225
1941,SMPX,33,0.492355,0.003661,0.011750,0.019305,0.052510,0.084561,0.003153,-0.149313,0.022608,0.998747,1.000000,True,4,0.000082
1942,KLHL34,33,0.492355,0.003661,0.011750,0.019305,0.052510,0.084561,0.003153,-0.149313,0.022608,0.998747,1.000000,False,0,1.000000
1943,MBTPS2,33,0.492355,0.003661,0.011750,0.019305,0.052510,0.084561,0.003153,-0.149313,0.022608,0.998747,1.000000,True,13,0.000000
1944,ENSG00000288850,19,0.225228,0.003546,0.003932,0.034467,0.093032,-0.044055,0.070275,-0.136375,,,,True,2,0.019883
1945,C15orf40,19,0.225228,0.003546,0.003932,0.034467,0.093032,-0.044055,0.070275,-0.136375,0.020650,0.998797,1.000000,True,13,0.000000
1946,ENSG00000260608,19,0.225228,0.003546,0.003932,0.034467,0.093032,-0.044055,0.070275,-0.136375,,,,False,0,1.000000
1947,FOXN2,257,0.851434,0.003243,-0.100501,-0.073158,0.150327,0.008868,0.042364,-0.008440,0.015485,0.998847,1.000000,True,13,0.000000
1948,ENSG00000230773,257,0.851434,0.003243,-0.100501,-0.073158,0.150327,0.008868,0.042364,-0.008440,,,,False,0,1.000000
1949,RNU4-49P,263,0.852087,0.003233,-0.100397,-0.073089,0.150164,0.008939,0.042234,-0.008456,,,,False,0,1.000000
1950,ENSG00000286055,193,1.000000,0.003187,-0.057677,0.008762,0.032984,0.113924,0.003249,-0.082121,,,,False,0,1.000000
1951,ENSG00000249741,193,1.000000,0.003187,-0.057677,0.008762,0.032984,0.113924,0.003249,-0.082121,,,,True,4,0.003840
1952,ENSG00000250345,193,1.000000,0.003187,-0.057677,0.008762,0.032984,0.113924,0.003249,-0.082121,,,,False,0,1.000000
1953,FREM3,193,1.000000,0.003187,-0.057677,0.008762,0.032984,0.113924,0.003249,-0.082121,0.014520,0.998998,1.000000,True,3,0.000000
1954,GYPE,193,1.000000,0.003187,-0.057677,0.008762,0.032984,0.113924,0.003249,-0.082121,0.014520,0.998998,1.000000,True,5,0.000154
1955,GYPB,193,1.000000,0.003187,-0.057677,0.008762,0.032984,0.113924,0.003249,-0.082121,0.014520,0.998998,1.000000,True,1,0.029642
1956,GUSBP5,193,1.000000,0.003187,-0.057677,0.008762,0.032984,0.113924,0.003249,-0.082121,,,,True,4,0.000000
1957,SERPINC1,93,0.851442,0.002883,-0.004560,0.014960,-0.063560,0.087222,0.063700,-0.080461,0.009344,0.999098,1.000000,True,13,0.000000
1958,ENSG00000272010,44,0.542574,0.002677,0.047522,-0.028188,0.029405,0.033652,0.005836,-0.072164,,,,True,13,0.000000
1959,LMNB2,6,0.037932,0.002587,0.017647,0.073176,-0.164915,-0.056375,0.180172,-0.034186,0.004280,0.999198,1.000000,False,0,1.000000
1960,ESPN,32,0.499428,0.002498,-0.053027,-0.093033,-0.043664,0.096316,0.093824,0.014572,0.002769,0.999248,1.000000,True,3,0.002173
1961,IGFN1,130,0.682935,0.002424,-0.026919,0.111424,0.122781,-0.076853,-0.026008,-0.089884,0.001501,0.999349,1.000000,True,1,0.007372
1962,ENSG00000231416,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1963,RPS27,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,1,0.009168
1964,MIR8083,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1965,ENSG00000273026,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,True,3,0.000044
1966,ENSG00000284738,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,True,9,0.000000
1967,ENSG00000289935,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1968,MIR6737,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1969,GEMIN2P1,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1970,INTS3,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,2,0.012811
1971,NPR1,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,4,0.000000
1972,ENSG00000291199,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1973,ENSG00000223599,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1974,ENSG00000236327,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1975,ENSG00000282386,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,True,2,0.000014
1976,JTB-DT,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1977,DENND4B,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,12,0.000000
1978,RN7SL372P,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1979,ENSG00000285779,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,False,0,1.000000
1980,CREB3L4,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,5,0.004892
1981,ENSG00000243613,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1982,SLC39A1,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,3,0.000248
1983,CRTC2,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,3,0.000086
1984,JTB,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,1,0.028029
1985,ENSG00000231827,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,True,1,0.049051
1986,RAB13,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,2,0.025120
1987,ENSG00000285641,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,False,0,1.000000
1988,GATAD2B,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,False,0,1.000000
1989,ENSG00000233222,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,,,,False,0,1.000000
1990,SLC27A3,117,1.000000,0.002342,-0.040995,-0.103595,-0.047552,-0.096493,-0.010361,0.313046,0.000104,1.000000,1.000000,True,5,0.000000
1991,TRAPPC3,37,0.631538,0.002237,-0.023065,-0.051519,-0.000300,0.138603,-0.046256,-0.004041,-0.001682,0.999298,1.000000,True,2,0.000091
1992,TMEM9,155,0.689033,0.002036,-0.026037,0.110493,0.120616,-0.077867,-0.025496,-0.089492,-0.005109,0.999148,1.000000,True,8,0.000000
1993,DPYD-AS2,36,1.005426,0.001963,-0.029371,-0.008380,-0.027920,-0.038104,0.125356,-0.009804,,,,False,0,1.000000
1994,LRRIQ3,100,0.382140,0.001572,0.019057,0.002854,0.058527,0.046613,0.033326,-0.150944,-0.013026,0.999048,1.000000,True,11,0.000000
1995,KRT8P4,165,0.976631,0.001095,0.005634,0.004035,0.069715,0.037215,0.040917,-0.150944,,,,False,0,1.000000
1996,RPL12P48,79,0.684212,0.000957,-0.134567,-0.043887,-0.032393,-0.054207,-0.063457,0.334254,,,,False,0,1.000000
1997,CNTN4,9,1.000000,0.000869,-0.001823,0.091924,-0.046850,0.022648,-0.029356,-0.031330,-0.025029,0.998497,1.000000,True,4,0.005971
1998,HINT2P1,9,1.000000,0.000869,-0.001823,0.091924,-0.046850,0.022648,-0.029356,-0.031330,,,,False,0,1.000000
1999,MIR548H4,69,0.172270,0.000792,-0.003231,-0.027333,-0.114288,-0.163593,-0.030720,0.343915,,,,False,0,1.000000
2000,NPM1P37,111,0.515798,0.000584,-0.088045,-0.099986,0.222155,0.039311,-0.100599,0.030668,,,,True,2,0.013453
2001,HNF1A,12,0.005043,0.000388,-0.136096,0.024122,0.069646,0.027462,-0.071265,0.088462,-0.033220,0.998296,1.000000,False,0,1.000000
2002,RPSAP74,61,0.492646,0.000272,-0.011326,-0.015916,0.072645,0.004043,0.103131,-0.150944,,,,False,0,1.000000
2003,ENSG00000285936,12,0.056619,0.000148,-0.122705,-0.180582,0.254003,0.031868,0.036527,-0.018221,,,,False,0,1.000000
2004,RN7SL177P,62,0.505416,0.000114,0.046274,0.041654,0.024474,-0.031199,-0.023715,-0.056806,,,,False,0,1.000000
2005,MAP7D1,42,0.663956,0.000020,-0.028447,-0.060028,-0.002677,0.128915,-0.056016,0.018376,-0.039499,0.998146,1.000000,True,3,0.000676
2006,LINC03070,20,0.310608,-0.000001,-0.015330,0.010766,0.020941,0.075202,-0.003500,-0.088084,,,,False,0,1.000000
2007,BALR6,71,0.822016,-0.000099,-0.052823,-0.054930,0.078504,0.059034,0.055120,-0.085502,,,,False,0,1.000000
2008,CMTM3,28,0.239336,-0.000158,-0.156840,0.037171,-0.119171,0.058375,0.059070,0.120446,-0.042548,0.068153,0.070058,True,2,0.017726
2009,ENSG00000275103,79,0.453355,-0.000191,0.022659,0.007658,0.076560,0.081363,-0.038441,-0.150944,,,,False,0,1.000000
2010,ATF1P1,160,0.716102,-0.000315,0.021182,0.060388,0.006108,0.049301,0.012072,-0.150944,,,,False,0,1.000000
2011,PDE7A,40,0.502371,-0.000560,0.037092,-0.043329,0.038318,0.023028,0.007388,-0.065859,-0.049408,0.068053,0.070058,True,3,0.000001
2012,MTFR1,40,0.502371,-0.000560,0.037092,-0.043329,0.038318,0.023028,0.007388,-0.065859,-0.049408,0.068053,0.070058,True,6,0.000001
2013,ENSG00000272155,40,0.502371,-0.000560,0.037092,-0.043329,0.038318,0.023028,0.007388,-0.065859,,,,False,0,1.000000
2014,ARMC1,40,0.502371,-0.000560,0.037092,-0.043329,0.038318,0.023028,0.007388,-0.065859,-0.049408,0.068053,0.070058,True,13,0.000000
2015,ROBO4,22,0.461521,-0.000569,0.181256,-0.216407,0.004949,-0.025518,-0.225916,0.278220,-0.049558,0.067903,0.070058,True,2,0.002410
2016,ENSG00000254943,22,0.461521,-0.000569,0.181256,-0.216407,0.004949,-0.025518,-0.225916,0.278220,,,,False,0,1.000000
2017,ENSG00000249943,12,0.066310,-0.001285,0.054266,-0.037589,0.038573,0.071332,0.016652,-0.150944,,,,False,0,1.000000
2018,ENSG00000250383,19,0.107489,-0.001346,-0.055138,0.051132,0.012738,-0.033091,0.023873,-0.007592,,,,False,0,1.000000
2019,ARL5B,145,0.968327,-0.001486,0.025013,0.039228,0.024646,-0.013049,0.010139,-0.094895,-0.065204,0.067602,0.070058,True,1,0.011265
2020,NSUN6,145,0.968327,-0.001486,0.025013,0.039228,0.024646,-0.013049,0.010139,-0.094895,-0.065204,0.067602,0.070058,True,13,0.000000
2021,COX6B1P6,83,0.457020,-0.001733,0.019944,0.008879,0.073006,0.077710,-0.038997,-0.150944,,,,False,0,1.000000
2022,CTNNA1-AS1,42,0.373411,-0.001807,-0.053412,-0.064787,-0.023961,-0.017382,0.023878,0.124821,,,,True,11,0.000000
2023,DDX59,62,1.123106,-0.002191,-0.007156,0.006652,-0.096354,0.023091,0.200823,-0.140204,-0.077231,0.067452,0.070058,True,13,0.000000
2024,ENSG00000286352,144,1.000000,-0.002222,-0.087371,-0.052151,0.105757,0.041314,0.055108,-0.075990,,,,False,0,1.000000
2025,RNU7-10P,144,1.000000,-0.002222,-0.087371,-0.052151,0.105757,0.041314,0.055108,-0.075990,,,,False,0,1.000000
2026,NPEPPSP2,144,1.000000,-0.002222,-0.087371,-0.052151,0.105757,0.041314,0.055108,-0.075990,,,,False,0,1.000000
2027,TBC1D5,144,1.000000,-0.002222,-0.087371,-0.052151,0.105757,0.041314,0.055108,-0.075990,-0.077763,0.067402,0.070058,True,4,0.005417
2028,ENSG00000234244,153,1.000000,-0.002257,0.022772,0.040456,0.022999,-0.012322,0.009223,-0.096670,,,,False,0,1.000000
2029,AIFM1P1,153,1.000000,-0.002257,0.022772,0.040456,0.022999,-0.012322,0.009223,-0.096670,,,,False,0,1.000000
2030,ENSG00000258216,33,1.000000,-0.002466,0.041320,0.093293,0.055909,0.011314,-0.065687,-0.150944,,,,True,1,0.007679
2031,RNA5SP365,33,1.000000,-0.002466,0.041320,0.093293,0.055909,0.011314,-0.065687,-0.150944,,,,False,0,1.000000
2032,ATP2B1,33,1.000000,-0.002466,0.041320,0.093293,0.055909,0.011314,-0.065687,-0.150944,-0.081917,0.067201,0.070058,True,7,0.001961
2033,BRWD1P2,33,1.000000,-0.002466,0.041320,0.093293,0.055909,0.011314,-0.065687,-0.150944,,,,False,0,1.000000
2034,RNU6-148P,33,1.000000,-0.002466,0.041320,0.093293,0.055909,0.011314,-0.065687,-0.150944,,,,False,0,1.000000
2035,LINC02399,33,1.000000,-0.002466,0.041320,0.093293,0.055909,0.011314,-0.065687,-0.150944,,,,False,0,1.000000
2036,MRPL2P1,33,1.000000,-0.002466,0.041320,0.093293,0.055909,0.011314,-0.065687,-0.150944,,,,False,0,1.000000
2037,ATP2B1-AS1,33,1.000000,-0.002466,0.041320,0.093293,0.055909,0.011314,-0.065687,-0.150944,,,,True,8,0.000000
2038,ENSG00000229821,91,0.502191,-0.002757,-0.050617,0.145976,0.055696,-0.088306,-0.011384,-0.067908,,,,False,0,1.000000
2039,COPS5P1,317,1.000000,-0.002888,0.009515,0.035537,0.008108,0.030898,0.041326,-0.142709,,,,False,0,1.000000
2040,EPHA7,317,1.000000,-0.002888,0.009515,0.035537,0.008108,0.030898,0.041326,-0.142709,-0.089112,0.067101,0.070058,True,4,0.000057
2041,ENSG00000235099,317,1.000000,-0.002888,0.009515,0.035537,0.008108,0.030898,0.041326,-0.142709,,,,False,0,1.000000
2042,ENSG00000249766,22,0.662543,-0.002903,0.007964,-0.061501,0.092357,-0.020066,0.114771,-0.150944,,,,False,0,1.000000
2043,RNU7-170P,9,0.760001,-0.003094,-0.366401,-0.057197,0.248782,0.211746,0.095451,-0.150944,,,,False,0,1.000000
2044,CFAP251,9,0.760001,-0.003094,-0.366401,-0.057197,0.248782,0.211746,0.095451,-0.150944,-0.092632,0.066901,0.070058,True,9,0.000000
2045,RNU4ATAC8P,148,0.535994,-0.003268,0.018595,-0.009340,0.058796,0.048753,0.014533,-0.150944,,,,False,0,1.000000
2046,CDYLP1,14,1.000000,-0.003317,-0.073124,0.012409,-0.005806,-0.010263,0.136770,-0.079889,,,,False,0,1.000000
2047,MIR3714,14,1.000000,-0.003317,-0.073124,0.012409,-0.005806,-0.010263,0.136770,-0.079889,,,,False,0,1.000000
2048,DAZL,14,1.000000,-0.003317,-0.073124,0.012409,-0.005806,-0.010263,0.136770,-0.079889,-0.096443,0.066850,0.070058,False,0,1.000000
2049,ENSG00000229271,14,1.000000,-0.003317,-0.073124,0.012409,-0.005806,-0.010263,0.136770,-0.079889,,,,False,0,1.000000
2050,PLCL2,14,1.000000,-0.003317,-0.073124,0.012409,-0.005806,-0.010263,0.136770,-0.079889,-0.096443,0.066850,0.070058,True,3,0.027557
2051,ENSG00000285778,146,0.534156,-0.003459,0.017814,-0.011024,0.058776,0.049098,0.015527,-0.150944,,,,True,2,0.007140
2052,TMTC1,13,1.000000,-0.003460,-0.013296,0.020254,0.092057,0.018772,0.012396,-0.150944,-0.098884,0.066700,0.070058,True,5,0.000110
2053,ENSG00000276431,13,1.000000,-0.003460,-0.013296,0.020254,0.092057,0.018772,0.012396,-0.150944,,,,False,0,1.000000
2054,ENSG00000286566,13,1.000000,-0.003460,-0.013296,0.020254,0.092057,0.018772,0.012396,-0.150944,,,,False,0,1.000000
2055,RNU6-47P,79,1.000000,-0.003696,-0.037731,-0.049462,-0.021401,0.079982,0.037241,-0.030806,,,,False,0,1.000000
2056,GJA1P1,79,1.000000,-0.003696,-0.037731,-0.049462,-0.021401,0.079982,0.037241,-0.030806,,,,False,0,1.000000
2057,ENSG00000286882,79,1.000000,-0.003696,-0.037731,-0.049462,-0.021401,0.079982,0.037241,-0.030806,,,,False,0,1.000000
2058,FER,79,1.000000,-0.003696,-0.037731,-0.049462,-0.021401,0.079982,0.037241,-0.030806,-0.102909,0.066500,0.070058,True,8,0.001404
2059,RPL21P99,5,0.335650,-0.003734,0.041570,0.035500,0.076279,0.002558,-0.027367,-0.150944,,,,False,0,1.000000
2060,PHB1P12,15,0.195185,-0.003778,0.029779,0.016874,-0.154614,-0.037800,0.072216,0.050880,,,,False,0,1.000000
2061,RMEL3,11,0.613320,-0.003785,0.057913,-0.048962,-0.124647,0.035937,0.207994,-0.150944,,,,False,0,1.000000
2062,PDCL3P3,140,0.990043,-0.003839,-0.087420,-0.054774,0.102622,0.039431,0.053858,-0.076753,,,,False,0,1.000000
2063,PP1P,140,0.990043,-0.003839,-0.087420,-0.054774,0.102622,0.039431,0.053858,-0.076753,,,,False,0,1.000000
2064,ENSG00000249476,78,0.997681,-0.004019,-0.038573,-0.049085,-0.022295,0.079996,0.036657,-0.030811,,,,True,12,0.000000
2065,ENSG00000290790,16,0.110046,-0.004422,-0.050119,0.096426,-0.210155,-0.123444,0.256711,0.004051,,,,False,0,1.000000
2066,RNU6-976P,53,1.000000,-0.004441,0.036603,0.067089,0.022626,0.005871,-0.007893,-0.150944,,,,False,0,1.000000
2067,ENSG00000289265,18,0.620849,-0.004463,0.003800,-0.083557,0.107983,0.013841,0.048622,-0.117468,,,,True,1,0.022262
2068,RIPK2,110,0.508539,-0.004659,0.021099,0.009586,0.061524,0.065100,-0.034320,-0.150944,-0.119335,0.066299,0.070058,True,5,0.000001
2069,SORCS3-AS1,307,0.935040,-0.004841,0.026277,-0.005099,0.021052,0.037942,-0.012970,-0.096245,,,,False,0,1.000000
2070,ENSG00000234080,25,0.673320,-0.004902,-0.014632,0.038851,-0.068437,-0.009842,0.110872,-0.086225,,,,True,5,0.000038
2071,ENSG00000248417,67,0.768626,-0.004956,0.004780,-0.051751,0.087942,-0.013520,0.093758,-0.150944,,,,False,0,1.000000
2072,PNMA2,6,0.847572,-0.005043,0.019282,0.031191,0.093771,0.118298,-0.141855,-0.150944,-0.125882,0.066199,0.070058,True,5,0.000000
