Pathway,n_genes,p_val,mean_score,median_score,stat,FDR,Modality
Positive Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045745),18,7.326131320665731e-05,-0.0303287404337072,-0.0330146359832503,192159.0,0.0153116144601913,RNA
RNA Destabilization (GO:0050779),19,0.000102945891875,0.173243009047246,-0.0330146359832503,201941.0,0.0199788563017417,RNA
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),20,0.000160431116879,0.8043923742946928,-0.0330146359832503,211552.0,0.0290594229706993,RNA
DNA Integrity Checkpoint Signaling (GO:0031570),42,0.0002250052204265,0.038170596569611,-0.0330146359832503,431950.0,0.0370483664886713,RNA
Positive Regulation Of Vacuole Organization (GO:0044090),21,0.0002436023807989,0.3624248529436963,-0.0330146359832503,221142.0,0.0370483664886713,RNA
Positive Regulation Of Translational Initiation (GO:0045948),21,0.000253243359927,0.0511822215259758,-0.0330146359832503,221091.0,0.0370483664886713,RNA
Acetylcholine Receptor Signaling Pathway (GO:0095500),21,0.0002590794859347,0.0815581688297737,-0.0330146359832503,221061.0,0.0370483664886713,RNA
Cell-Cell Junction Assembly (GO:0007043),70,0.0003010690684451,0.3156704440954282,-0.0330146359832503,709070.0,0.0409002329482789,RNA
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),22,0.0003510208459589,0.8173121641775367,-0.0330146359832503,230752.0,0.0426250040553916,RNA
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),22,0.0003584840264358,0.7282644642694254,-0.0330146359832503,230723.0,0.0426250040553916,RNA
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143),22,0.0003608299938439,0.2801637032666734,-0.0330146359832503,230714.0,0.0426250040553916,RNA
Regulation Of Lysosomal Lumen pH (GO:0035751),23,0.0005020830112761,0.6986074330174905,-0.0330146359832503,240327.0,0.0562938124745482,RNA
Regulation Of mRNA Catabolic Process (GO:0061013),46,0.000528942389546,0.0521857814554348,-0.0330146359832503,470108.0,0.0562938124745482,RNA
Stress Granule Assembly (GO:0034063),23,0.0005386967700913,0.0200002308983979,-0.0330146359832503,240225.0,0.0562938124745482,RNA
Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),25,0.0009509230204192,0.2425823025566826,-0.0330146359832503,259463.0,0.0956910313510793,RNA
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),25,0.0010294113604717,-0.0262269239500931,-0.0330146359832503,259337.0,0.098030247785113,RNA
Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),25,0.0010463294758072,-0.0180767964578585,-0.0330146359832503,259311.0,0.098030247785113,RNA
Regulation Of Cell Development (GO:0060284),51,0.0011416797357118,0.1095588831684648,-0.0330146359832503,518039.0,0.103398128064302,RNA
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762),26,0.0012580847610621,0.1940177175930764,-0.0330146359832503,269035.0,0.1083150286168916,RNA
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),26,0.0012757014780053,0.048753418220461,-0.0330146359832503,269012.0,0.1083150286168916,RNA
Cellular Response To Ionizing Radiation (GO:0071479),52,0.0013599278635388,0.0104505545468398,-0.0330146359832503,527532.0,0.1119673940980356,RNA
Vacuolar Acidification (GO:0007035),27,0.0015871296282306,0.590218978350714,-0.0330146359832503,278653.0,0.1268303294089041,RNA
Clathrin-Dependent Endocytosis (GO:0072583),27,0.0017015284443128,0.4662117367999197,-0.0330146359832503,278533.0,0.132087222377085,RNA
Eye Development (GO:0001654),55,0.0020481808042431,0.4295210334986687,-0.0330146359832503,556197.0,0.1545807568091312,RNA
Positive Regulation Of Calcium Ion Transport (GO:0051928),28,0.0021978758204718,0.1514753113398377,-0.0330146359832503,288074.0,0.1613953676816797,RNA
Regulation Of Calcium Ion Transport (GO:0051924),56,0.0024148244355728,0.0664614312001062,-0.0330146359832503,565653.0,0.1726599471434589,RNA
Regulation Of Muscle Contraction (GO:0006937),29,0.0025447119920307,0.2238039589228419,-0.0330146359832503,297786.0,0.1772816021114733,RNA
Signal Transduction In Response To DNA Damage (GO:0042770),57,0.002625189401821,0.0194376406346475,-0.0330146359832503,575305.0,0.1783159901186961,RNA
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),29,0.0027678234101626,0.014876630960145,-0.0330146359832503,297629.0,0.183418931839314,RNA
Selective Autophagy (GO:0061912),58,0.0028804756340584,0.1711543038409938,-0.0330146359832503,584924.0,0.1863393404223034,RNA
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),58,0.0031817317909559,-0.0307091294889091,-0.0330146359832503,584658.0,0.2010410529308708,RNA
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),31,0.0041068669750631,-0.0209679912047085,-0.0330146359832503,316782.0,0.2535990357101493,RNA
Regulation Of Translational Initiation (GO:0006446),64,0.0054916523997555,0.3413696130512193,-0.0330146359832503,642181.0,0.3293180036884444,RNA
Regulation Of Lamellipodium Assembly (GO:0010591),33,0.0056258099078901,-0.0117877547435293,-0.0330146359832503,336003.0,0.3293180036884444,RNA
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),33,0.0056967045172458,0.4521691800670951,-0.0330146359832503,335976.0,0.3293180036884444,RNA
Regulation Of Metal Ion Transport (GO:0010959),34,0.0064332481449741,0.1308201512716718,-0.0330146359832503,345634.0,0.3536973636602117,RNA
Embryonic Limb Morphogenesis (GO:0030326),34,0.0064651881597594,0.0288469378991236,-0.0330146359832503,345623.0,0.3536973636602117,RNA
Adherens Junction Organization (GO:0034332),34,0.0065089687828526,0.3004225132724623,-0.0330146359832503,345608.0,0.3536973636602117,RNA
